ID_Venta,Asesor,Categoria,Monto_Venta
1574,Carlos Reina,CELULARES,1652919.0
1575,Ginna Leon,CELULARES,994161.0
1576,Ginna Leon,Electrodomésticos,490881.0
1577,Indira Niño,Electrodomésticos,
1578,Ginna Leon,Electrodomésticos,915447.0
1579,,CELULARES,1677740.0
1580,Carlos Reina,celulares,1225937.0
1581,Heidi Rojas,CELULARES,650194.0
1582,Indira Niño,electrodomesticos,1382006.0
1583,Carlos Reina,electrodomesticos,1060203.0
1584,Ginna Tatiana Leon,electrodomesticos,1337672.0
1585,Ginna Leon,electrodomesticos,740428.0
1586,Heidi Rojas,CELULARES,977110.0
1587,Carlos Arturo Reina,Electrodomésticos,1120621.0
1588,Ginna Tatiana Leon,CELULARES,1126853.0
1589,Ginna Leon,electrodomesticos,1398996.0
1590,Heidi Rojas,celulares,509214.0
1591,Carlos Arturo Reina,Electrodomésticos,1131223.0
1592,Indira Niño,Electrodomésticos,1285725.0
1593,,CELULARES,676408.0
1594,Heidi Rojas,CELULARES,1286254.0
1595,Indira Niño,celulares,661803.0
1596,Heidi Rojas,celulares,1025612.0
1597,Indira Niño,celulares,1470848.0
1598,Heidi Rojas,celulares,831018.0
1599,Carlos Reina,Electrodomésticos,346176.0
1600,Ginna Leon,CELULARES,1332965.0
1601,Ginna Tatiana Leon,Electrodomésticos,391996.0
1602,Ginna Leon,celulares,1216273.0
1603,Carlos Arturo Reina,CELULARES,1576507.0
1604,Carlos Arturo Reina,electrodomesticos,1178806.0
1605,Ginna Tatiana Leon,celulares,1673061.0
1606,Carlos Reina,electrodomesticos,366103.0
1607,Ginna Leon,CELULARES,775485.0
1608,Ginna Tatiana Leon,Electrodomésticos,1310949.0
1609,Ginna Tatiana Leon,Electrodomésticos,258369.0
1610,Carlos Reina,Electrodomésticos,683481.0
1611,Heidi Rojas,Electrodomésticos,786375.0
1612,Ginna Tatiana Leon,celulares,1061437.0
1613,Ginna Tatiana Leon,electrodomesticos,1768657.0
1614,Ginna Leon,Electrodomésticos,1137492.0
1615,Heidi Rojas,electrodomesticos,373875.0
1616,Indira Niño,electrodomesticos,1698562.0
1617,,celulares,1854691.0
1618,Carlos Reina,CELULARES,101417.0
1619,Indira Niño,CELULARES,376641.0
1620,Heidi Rojas,CELULARES,1938353.0
1621,Ginna Tatiana Leon,electrodomesticos,879812.0
1622,Ginna Tatiana Leon,CELULARES,
1623,Ginna Tatiana Leon,CELULARES,291258.0
1624,Carlos Reina,CELULARES,378291.0
1625,Carlos Arturo Reina,Electrodomésticos,
1626,Carlos Reina,Electrodomésticos,1101810.0
1627,Indira Niño,celulares,314805.0
1628,Heidi Rojas,electrodomesticos,1722064.0
1629,Ginna Leon,CELULARES,
1630,Carlos Arturo Reina,CELULARES,1615049.0
1631,Ginna Tatiana Leon,CELULARES,1392005.0
1632,Ginna Leon,celulares,393628.0
1633,Carlos Arturo Reina,Electrodomésticos,1000493.0
1634,Ginna Leon,CELULARES,276682.0
1635,Carlos Arturo Reina,electrodomesticos,1548033.0
1636,,electrodomesticos,1372817.0
1637,Ginna Tatiana Leon,Electrodomésticos,214439.0
1638,Ginna Leon,Electrodomésticos,605585.0
1639,Carlos Arturo Reina,celulares,125306.0
1640,Heidi Rojas,CELULARES,1859454.0
1641,Heidi Rojas,CELULARES,1715576.0
1642,Carlos Arturo Reina,celulares,
1643,Carlos Reina,Electrodomésticos,1418208.0
1644,Indira Niño,Electrodomésticos,272863.0
1645,Carlos Arturo Reina,CELULARES,749921.0
1646,Ginna Leon,CELULARES,919423.0
1647,Ginna Tatiana Leon,celulares,1017474.0
1648,Ginna Leon,celulares,1011178.0
1649,Carlos Arturo Reina,celulares,1655444.0
1650,Ginna Leon,celulares,
1651,Carlos Reina,CELULARES,827093.0
1652,Ginna Tatiana Leon,electrodomesticos,366192.0
1653,Heidi Rojas,celulares,161564.0
1654,Indira Niño,electrodomesticos,651445.0
1655,Carlos Arturo Reina,celulares,1171187.0
1656,Indira Niño,CELULARES,635017.0
1657,Carlos Arturo Reina,celulares,1167083.0
1658,,celulares,1089362.0
1659,Ginna Leon,CELULARES,1898276.0
1660,,Electrodomésticos,620645.0
1661,Ginna Tatiana Leon,electrodomesticos,263341.0
1662,Carlos Reina,celulares,1786819.0
1663,Carlos Reina,Electrodomésticos,
1664,Heidi Rojas,electrodomesticos,1259916.0
1665,Heidi Rojas,CELULARES,1745230.0
1666,Carlos Arturo Reina,CELULARES,1340865.0
1667,Ginna Leon,CELULARES,959908.0
1668,,electrodomesticos,1554292.0
1669,Heidi Rojas,celulares,889105.0
1670,Ginna Tatiana Leon,electrodomesticos,1211101.0
1671,Indira Niño,Electrodomésticos,398578.0
1672,Carlos Reina,celulares,1981748.0
1673,Indira Niño,electrodomesticos,1668458.0
1674,Carlos Reina,CELULARES,927014.0
1675,Carlos Arturo Reina,celulares,374115.0
1676,Heidi Rojas,electrodomesticos,924081.0
1677,Ginna Tatiana Leon,electrodomesticos,670332.0
1678,Ginna Leon,CELULARES,1326221.0
1679,Carlos Reina,CELULARES,758575.0
1680,Carlos Arturo Reina,electrodomesticos,535444.0
1681,Indira Niño,electrodomesticos,289626.0
1682,Ginna Tatiana Leon,electrodomesticos,1561459.0
1683,Ginna Leon,electrodomesticos,1591405.0
1684,Heidi Rojas,Electrodomésticos,1520156.0
1685,Ginna Leon,celulares,1892228.0
1686,Ginna Tatiana Leon,CELULARES,313715.0
1687,Ginna Leon,celulares,
1688,Ginna Leon,CELULARES,940080.0
1689,Ginna Tatiana Leon,celulares,642786.0
1690,Carlos Reina,celulares,514712.0
1691,Indira Niño,CELULARES,1876865.0
1692,Heidi Rojas,celulares,
1693,Ginna Leon,Electrodomésticos,928372.0
1694,Indira Niño,Electrodomésticos,550292.0
1695,Heidi Rojas,electrodomesticos,411702.0
1696,,CELULARES,1146251.0
1697,Carlos Arturo Reina,Electrodomésticos,
1698,Ginna Leon,Electrodomésticos,1955250.0
1699,Ginna Leon,celulares,1739796.0
1700,Indira Niño,Electrodomésticos,1286256.0
1701,Indira Niño,electrodomesticos,768734.0
1702,Carlos Reina,electrodomesticos,
1703,Carlos Arturo Reina,electrodomesticos,588137.0
1704,Carlos Reina,CELULARES,658947.0
1705,Ginna Tatiana Leon,celulares,560139.0
1706,Indira Niño,electrodomesticos,1872556.0
1707,Ginna Leon,electrodomesticos,1563028.0
1708,Carlos Arturo Reina,celulares,837530.0
1709,Carlos Arturo Reina,CELULARES,494754.0
1710,Indira Niño,electrodomesticos,179615.0
1711,Ginna Leon,CELULARES,
1712,Heidi Rojas,CELULARES,814623.0
1713,Heidi Rojas,celulares,
1714,Ginna Leon,celulares,1904954.0
1715,Carlos Reina,electrodomesticos,1488607.0
1716,Carlos Reina,electrodomesticos,386159.0
1717,Ginna Tatiana Leon,Electrodomésticos,1121732.0
1718,Ginna Leon,electrodomesticos,1335117.0
1719,Indira Niño,electrodomesticos,717647.0
1720,Ginna Tatiana Leon,celulares,1301321.0
1721,Carlos Arturo Reina,celulares,767349.0
1722,Carlos Arturo Reina,CELULARES,318334.0
1723,Ginna Leon,electrodomesticos,599113.0
1724,Heidi Rojas,CELULARES,286071.0
1725,Ginna Tatiana Leon,electrodomesticos,656190.0
1726,Ginna Tatiana Leon,celulares,1750500.0
1727,Carlos Reina,celulares,1636341.0
1728,Ginna Leon,Electrodomésticos,894217.0
1729,Indira Niño,celulares,1754086.0
1730,Ginna Tatiana Leon,CELULARES,254579.0
1731,Carlos Reina,electrodomesticos,
1732,Carlos Reina,celulares,1962126.0
1733,Ginna Tatiana Leon,celulares,1983502.0
1734,Heidi Rojas,Electrodomésticos,1004550.0
1735,Ginna Leon,Electrodomésticos,312353.0
1736,Ginna Leon,Electrodomésticos,1614223.0
1737,Carlos Arturo Reina,electrodomesticos,723694.0
1738,Carlos Reina,Electrodomésticos,1861302.0
1739,Carlos Reina,electrodomesticos,
1740,Ginna Tatiana Leon,Electrodomésticos,153971.0
1741,Ginna Tatiana Leon,electrodomesticos,1093149.0
1742,Heidi Rojas,Electrodomésticos,1976694.0
1743,Carlos Reina,Electrodomésticos,1957012.0
1744,Ginna Leon,Electrodomésticos,
1745,Heidi Rojas,CELULARES,1283310.0
1746,Ginna Tatiana Leon,celulares,820982.0
1747,Indira Niño,CELULARES,1863279.0
1748,Carlos Arturo Reina,Electrodomésticos,1540885.0
1749,Indira Niño,CELULARES,265580.0
1750,Ginna Tatiana Leon,celulares,1988391.0
1751,Carlos Arturo Reina,CELULARES,1687939.0
1752,Ginna Leon,CELULARES,364631.0
1753,,celulares,1013085.0
1754,Ginna Tatiana Leon,CELULARES,640826.0
1755,Ginna Tatiana Leon,celulares,1266780.0
1756,Heidi Rojas,electrodomesticos,1931791.0
1757,,Electrodomésticos,413822.0
1758,Carlos Arturo Reina,celulares,1280033.0
1759,Heidi Rojas,electrodomesticos,653934.0
1760,Indira Niño,Electrodomésticos,
1761,Ginna Leon,Electrodomésticos,
1762,Heidi Rojas,CELULARES,
1763,Heidi Rojas,electrodomesticos,
1764,Heidi Rojas,electrodomesticos,1131000.0
1765,Ginna Tatiana Leon,celulares,578061.0
1766,Ginna Tatiana Leon,Electrodomésticos,772909.0
1767,Indira Niño,celulares,543318.0
1768,Indira Niño,Electrodomésticos,1918627.0
1769,Carlos Reina,CELULARES,
1770,Indira Niño,CELULARES,1199507.0
1771,Carlos Reina,CELULARES,1846780.0
1772,Carlos Reina,CELULARES,
1773,Heidi Rojas,CELULARES,1827017.0
1774,Indira Niño,celulares,607380.0
1775,Carlos Arturo Reina,Electrodomésticos,1925530.0
1776,Carlos Arturo Reina,electrodomesticos,1856687.0
1777,Ginna Tatiana Leon,celulares,910686.0
1778,,CELULARES,1457654.0
1779,Ginna Leon,electrodomesticos,1176428.0
1780,,celulares,377482.0
1781,Carlos Arturo Reina,celulares,1375789.0
1782,Heidi Rojas,electrodomesticos,889526.0
1783,Indira Niño,electrodomesticos,733644.0
1784,Carlos Arturo Reina,Electrodomésticos,115408.0
1785,Ginna Tatiana Leon,electrodomesticos,1345231.0
1786,Heidi Rojas,celulares,805237.0
1787,Ginna Tatiana Leon,electrodomesticos,647664.0
1788,Ginna Tatiana Leon,electrodomesticos,1184843.0
1789,Carlos Reina,Electrodomésticos,1527648.0
1790,Carlos Reina,Electrodomésticos,644056.0
1791,Indira Niño,Electrodomésticos,1322689.0
1792,Carlos Arturo Reina,CELULARES,1596043.0
1793,Carlos Arturo Reina,Electrodomésticos,1509010.0
1794,Heidi Rojas,CELULARES,1938142.0
1795,Heidi Rojas,celulares,1653819.0
1796,Carlos Arturo Reina,CELULARES,1986579.0
1797,Carlos Reina,CELULARES,1660721.0
1798,Indira Niño,electrodomesticos,1328030.0
1799,Carlos Reina,Electrodomésticos,
1800,Carlos Arturo Reina,celulares,507987.0
1801,Ginna Tatiana Leon,Electrodomésticos,966348.0
1802,Ginna Leon,CELULARES,818630.0
1803,Carlos Arturo Reina,Electrodomésticos,1908571.0
1804,Carlos Reina,Electrodomésticos,470827.0
1805,Carlos Reina,celulares,539106.0
1806,Ginna Leon,CELULARES,1701320.0
1807,Ginna Leon,Electrodomésticos,945977.0
1808,Indira Niño,Electrodomésticos,
1809,Ginna Tatiana Leon,electrodomesticos,1970672.0
1810,Carlos Arturo Reina,CELULARES,
1811,,CELULARES,1939171.0
1812,Ginna Leon,celulares,1334531.0
1813,Carlos Reina,celulares,709910.0
1814,Carlos Arturo Reina,electrodomesticos,1540282.0
1815,Heidi Rojas,Electrodomésticos,495158.0
1816,Indira Niño,celulares,1624983.0
1817,Ginna Leon,celulares,454386.0
1818,Ginna Tatiana Leon,celulares,1442850.0
1819,Carlos Arturo Reina,celulares,200580.0
1820,Ginna Tatiana Leon,celulares,
1821,Indira Niño,Electrodomésticos,630030.0
1822,Ginna Leon,CELULARES,1421858.0
1823,,Electrodomésticos,1489327.0
1824,Carlos Arturo Reina,CELULARES,1984546.0
1825,Ginna Tatiana Leon,celulares,1745761.0
1826,Ginna Leon,CELULARES,1843779.0
1827,Ginna Leon,electrodomesticos,719396.0
1828,Carlos Arturo Reina,Electrodomésticos,1543268.0
1829,Heidi Rojas,CELULARES,
1830,Carlos Reina,Electrodomésticos,288917.0
1831,Carlos Reina,celulares,1451272.0
1832,Heidi Rojas,electrodomesticos,309314.0
1833,Carlos Reina,electrodomesticos,1519282.0
1834,Ginna Tatiana Leon,celulares,1690069.0
1835,Carlos Reina,CELULARES,457590.0
1836,Indira Niño,electrodomesticos,294933.0
1837,Heidi Rojas,CELULARES,939385.0
1838,Heidi Rojas,Electrodomésticos,1102952.0
1839,Ginna Tatiana Leon,CELULARES,1559974.0
1840,Ginna Leon,celulares,1338893.0
1841,Carlos Arturo Reina,Electrodomésticos,896395.0
1842,Carlos Arturo Reina,celulares,1945389.0
1843,Ginna Leon,Electrodomésticos,336847.0
1844,Indira Niño,celulares,
1845,Carlos Reina,CELULARES,1504765.0
1846,Carlos Arturo Reina,celulares,1623899.0
1847,Heidi Rojas,Electrodomésticos,1833165.0
1848,Carlos Arturo Reina,celulares,
1849,Carlos Arturo Reina,Electrodomésticos,1923296.0
1850,Indira Niño,electrodomesticos,683337.0
1851,Ginna Leon,Electrodomésticos,592830.0
1852,Indira Niño,Electrodomésticos,1145338.0
1853,Carlos Reina,Electrodomésticos,137264.0
1854,Indira Niño,celulares,100355.0
1855,Carlos Arturo Reina,electrodomesticos,1279296.0
1856,Ginna Tatiana Leon,Electrodomésticos,861984.0
1857,Ginna Leon,Electrodomésticos,1709388.0
1858,Indira Niño,electrodomesticos,339124.0
1859,Ginna Tatiana Leon,CELULARES,
1860,Ginna Tatiana Leon,electrodomesticos,884104.0
1861,Carlos Reina,CELULARES,1823520.0
1862,Ginna Tatiana Leon,Electrodomésticos,1381049.0
1863,Carlos Reina,Electrodomésticos,1829215.0
1864,Ginna Tatiana Leon,electrodomesticos,969207.0
1865,,celulares,1044776.0
1866,Carlos Arturo Reina,CELULARES,109096.0
1867,Carlos Reina,Electrodomésticos,1112781.0
1868,Ginna Leon,CELULARES,369236.0
1869,Ginna Tatiana Leon,electrodomesticos,906696.0
1870,Carlos Arturo Reina,CELULARES,819027.0
1871,Indira Niño,CELULARES,1363585.0
1872,Ginna Tatiana Leon,electrodomesticos,1248832.0
1873,Ginna Tatiana Leon,CELULARES,1408974.0
1874,Ginna Tatiana Leon,electrodomesticos,378232.0
1875,Ginna Tatiana Leon,CELULARES,1556077.0
1876,Ginna Tatiana Leon,celulares,1279187.0
1877,Carlos Arturo Reina,Electrodomésticos,1974572.0
1878,Heidi Rojas,Electrodomésticos,1196244.0
1879,Indira Niño,CELULARES,
1880,Heidi Rojas,CELULARES,1533173.0
1881,Carlos Reina,electrodomesticos,1234920.0
1882,,Electrodomésticos,1920402.0
1883,Carlos Arturo Reina,CELULARES,1277069.0
1884,Carlos Arturo Reina,electrodomesticos,198523.0
1885,Indira Niño,Electrodomésticos,1536861.0
1886,Carlos Arturo Reina,celulares,
1887,Carlos Arturo Reina,Electrodomésticos,1429150.0
1888,Ginna Tatiana Leon,electrodomesticos,1246335.0
1889,Ginna Leon,CELULARES,472089.0
1890,Carlos Reina,CELULARES,1641573.0
1891,Indira Niño,celulares,1267271.0
1892,Ginna Leon,electrodomesticos,
1893,Ginna Leon,celulares,776604.0
1894,Ginna Tatiana Leon,electrodomesticos,1300990.0
1895,Carlos Reina,electrodomesticos,485601.0
1896,Carlos Arturo Reina,CELULARES,1226246.0
1897,Heidi Rojas,CELULARES,1491113.0
1898,Heidi Rojas,electrodomesticos,1678433.0
1899,Indira Niño,celulares,825629.0
1900,Ginna Tatiana Leon,CELULARES,1531413.0
1901,Indira Niño,celulares,1232959.0
1902,Carlos Reina,electrodomesticos,1166895.0
1903,Carlos Reina,electrodomesticos,503727.0
1904,Carlos Reina,celulares,1721766.0
1905,Carlos Reina,celulares,1420187.0
1906,Ginna Tatiana Leon,Electrodomésticos,531131.0
1907,Ginna Tatiana Leon,Electrodomésticos,251247.0
1908,Ginna Leon,celulares,795657.0
1909,,celulares,
1910,Carlos Arturo Reina,celulares,577407.0
1911,Indira Niño,Electrodomésticos,948188.0
1912,Carlos Reina,Electrodomésticos,1221628.0
1913,,celulares,1328109.0
1914,,celulares,1154525.0
1915,Ginna Tatiana Leon,electrodomesticos,690384.0
1916,Indira Niño,Electrodomésticos,1485636.0
1917,,CELULARES,386012.0
1918,Carlos Arturo Reina,electrodomesticos,402148.0
1919,Ginna Tatiana Leon,electrodomesticos,123383.0
1920,Carlos Arturo Reina,CELULARES,110548.0
1921,Indira Niño,celulares,1669291.0
1922,Ginna Tatiana Leon,electrodomesticos,1999239.0
1923,Carlos Arturo Reina,CELULARES,563025.0
1924,Heidi Rojas,CELULARES,1507142.0
1925,Carlos Reina,Electrodomésticos,253395.0
1926,Carlos Reina,electrodomesticos,1621670.0
1927,Heidi Rojas,electrodomesticos,1474626.0
1928,Heidi Rojas,celulares,766445.0
1929,Heidi Rojas,electrodomesticos,419595.0
1930,Heidi Rojas,electrodomesticos,453662.0
1931,,CELULARES,1593589.0
1932,Indira Niño,electrodomesticos,381659.0
1933,Heidi Rojas,Electrodomésticos,852335.0
1934,Indira Niño,celulares,1372190.0
1935,Heidi Rojas,CELULARES,511947.0
1936,Ginna Tatiana Leon,celulares,1970880.0
1937,,celulares,1314042.0
1938,Carlos Arturo Reina,CELULARES,1256776.0
1939,Carlos Arturo Reina,Electrodomésticos,411705.0
1940,Ginna Leon,electrodomesticos,1150931.0
1941,Indira Niño,electrodomesticos,1489737.0
1942,Carlos Arturo Reina,CELULARES,394378.0
1943,Ginna Leon,CELULARES,1113980.0
1944,Carlos Reina,CELULARES,586014.0
1945,Heidi Rojas,CELULARES,
1946,Heidi Rojas,Electrodomésticos,1053456.0
1947,Carlos Reina,electrodomesticos,1193398.0
1948,Heidi Rojas,electrodomesticos,1295712.0
1949,Ginna Tatiana Leon,Electrodomésticos,1470146.0
1950,Carlos Reina,electrodomesticos,567453.0
1951,Heidi Rojas,electrodomesticos,1111058.0
1952,Carlos Reina,CELULARES,582325.0
1953,Ginna Tatiana Leon,electrodomesticos,491969.0
1954,Carlos Arturo Reina,celulares,969507.0
1955,Ginna Tatiana Leon,celulares,1104147.0
1956,Carlos Arturo Reina,CELULARES,961718.0
1957,,celulares,1342243.0
1958,Ginna Tatiana Leon,celulares,407998.0
1959,Heidi Rojas,CELULARES,950303.0
1960,Carlos Arturo Reina,celulares,1626672.0
1961,Heidi Rojas,celulares,1371976.0
1962,Indira Niño,CELULARES,961440.0
1963,Carlos Arturo Reina,CELULARES,1171235.0
1964,Ginna Tatiana Leon,electrodomesticos,1351021.0
1965,Ginna Leon,Electrodomésticos,327688.0
1966,,Electrodomésticos,1369848.0
1967,Indira Niño,celulares,1214489.0
1968,Carlos Reina,celulares,373319.0
1969,Carlos Arturo Reina,celulares,1725021.0
1970,Indira Niño,Electrodomésticos,191096.0
1971,Indira Niño,CELULARES,1111086.0
1972,Indira Niño,electrodomesticos,1654815.0
1973,Ginna Tatiana Leon,celulares,633762.0
1974,Ginna Leon,celulares,1938712.0
1975,Heidi Rojas,CELULARES,
1976,Carlos Reina,celulares,886494.0
1977,Ginna Tatiana Leon,electrodomesticos,323521.0
1978,Ginna Tatiana Leon,electrodomesticos,1224293.0
1979,Heidi Rojas,electrodomesticos,933521.0
1980,Indira Niño,Electrodomésticos,1272504.0
1981,Heidi Rojas,electrodomesticos,1723603.0
1982,Ginna Tatiana Leon,CELULARES,1482616.0
1983,Ginna Leon,Electrodomésticos,439308.0
1984,Carlos Arturo Reina,Electrodomésticos,1779512.0
1985,Ginna Tatiana Leon,celulares,1433529.0
1986,,celulares,1089160.0
1987,Indira Niño,celulares,
1988,Carlos Reina,celulares,940213.0
1989,Carlos Arturo Reina,electrodomesticos,1352990.0
1990,Ginna Leon,Electrodomésticos,523010.0
1991,Carlos Arturo Reina,electrodomesticos,1744082.0
1992,Carlos Arturo Reina,CELULARES,1513531.0
1993,,CELULARES,430185.0
1994,Heidi Rojas,Electrodomésticos,928675.0
1995,Ginna Leon,celulares,243900.0
1996,Carlos Arturo Reina,electrodomesticos,1272546.0
1997,Heidi Rojas,electrodomesticos,679878.0
1998,Ginna Leon,Electrodomésticos,1305666.0
1999,,CELULARES,323273.0
1521,Indira Niño,Electrodomésticos,1562210.0
1737,Carlos Arturo Reina,electrodomesticos,723694.0
1740,Ginna Tatiana Leon,Electrodomésticos,153971.0
1660,,Electrodomésticos,620645.0
1411,Heidi Rojas,electrodomesticos,517454.0
1678,Ginna Leon,CELULARES,1326221.0
1626,Carlos Reina,Electrodomésticos,1101810.0
1513,Ginna Tatiana Leon,CELULARES,
1859,Ginna Tatiana Leon,CELULARES,
1136,Ginna Tatiana Leon,celulares,1286846.0
1811,,CELULARES,1939171.0
1076,Indira Niño,CELULARES,
1636,,electrodomesticos,1372817.0
1973,Ginna Tatiana Leon,celulares,633762.0
1938,Carlos Arturo Reina,CELULARES,1256776.0
1899,Indira Niño,celulares,825629.0
1280,Carlos Arturo Reina,celulares,670641.0
1883,Carlos Arturo Reina,CELULARES,1277069.0
1761,Ginna Leon,Electrodomésticos,
1319,Indira Niño,CELULARES,388495.0
1549,Ginna Leon,Electrodomésticos,738914.0
1174,Indira Niño,celulares,1965254.0
1371,Heidi Rojas,Electrodomésticos,1383199.0
1527,Carlos Arturo Reina,Electrodomésticos,255919.0
1210,Carlos Reina,celulares,217690.0
1235,Carlos Arturo Reina,electrodomesticos,564240.0
1101,Heidi Rojas,CELULARES,409023.0
1986,,celulares,1089160.0
1902,Carlos Reina,electrodomesticos,1166895.0
1947,Carlos Reina,electrodomesticos,1193398.0
1346,,Electrodomésticos,631943.0
1139,Indira Niño,electrodomesticos,1837925.0
1621,Ginna Tatiana Leon,electrodomesticos,879812.0
1499,Carlos Reina,Electrodomésticos,1558834.0
1370,Indira Niño,Electrodomésticos,346962.0
1198,Heidi Rojas,CELULARES,600811.0
1687,Ginna Leon,celulares,
1584,Ginna Tatiana Leon,electrodomesticos,1337672.0
1901,Indira Niño,celulares,1232959.0
1059,Carlos Arturo Reina,celulares,979178.0
